County,AD,ED,Name,Votes
Kings,AD44,ED30,RON KIM,0
Kings,AD44,ED30,BENJAMIN L. YEE,0
Kings,AD44,ED30,A. MANNY ALICANDRO,0
Kings,AD44,ED30,NOMIKI D. KONST,0
Kings,AD44,ED30,DAVID EISENBACH,0
Kings,AD44,ED30,JARED RICH,0
Kings,AD44,ED30,ANTHONY TONY HERBERT,0
Kings,AD44,ED30,HELAL A. SHEIKH,0
Kings,AD44,ED30,WRITE-IN,0
Kings,AD44,ED31,MELISSA MARK-VIVERITO,17
Kings,AD44,ED31,MICHAEL A. BLAKE,2
Kings,AD44,ED31,DAWN L. SMALLS,2
Kings,AD44,ED31,ERIC A. ULRICH,22
Kings,AD44,ED31,YDANIS RODRIGUEZ,0
Kings,AD44,ED31,DANIEL J. O'DONNELL,2
Kings,AD44,ED31,RAFAEL L. ESPINAL JR.,5
Kings,AD44,ED31,LATRICE M. WALKER,1
Kings,AD44,ED31,JUMAANE D. WILLIAMS,91
Kings,AD44,ED31,RON KIM,2
Kings,AD44,ED31,BENJAMIN L. YEE,0
Kings,AD44,ED31,A. MANNY ALICANDRO,0
Kings,AD44,ED31,NOMIKI D. KONST,1
Kings,AD44,ED31,DAVID EISENBACH,1
Kings,AD44,ED31,JARED RICH,0
Kings,AD44,ED31,ANTHONY TONY HERBERT,0
Kings,AD44,ED31,HELAL A. SHEIKH,0
Kings,AD44,ED31,WRITE-IN,1
Kings,AD44,ED32,MELISSA MARK-VIVERITO,0
Kings,AD44,ED32,MICHAEL A. BLAKE,1
Kings,AD44,ED32,DAWN L. SMALLS,0
Kings,AD44,ED32,ERIC A. ULRICH,3
Kings,AD44,ED32,YDANIS RODRIGUEZ,0
Kings,AD44,ED32,DANIEL J. O'DONNELL,0
Kings,AD44,ED32,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED32,LATRICE M. WALKER,0
Kings,AD44,ED32,JUMAANE D. WILLIAMS,30
Kings,AD44,ED32,RON KIM,0
Kings,AD44,ED32,BENJAMIN L. YEE,0
Kings,AD44,ED32,A. MANNY ALICANDRO,0
Kings,AD44,ED32,NOMIKI D. KONST,0
Kings,AD44,ED32,DAVID EISENBACH,0
Kings,AD44,ED32,JARED RICH,0
Kings,AD44,ED32,ANTHONY TONY HERBERT,0
Kings,AD44,ED32,HELAL A. SHEIKH,0
Kings,AD44,ED32,WRITE-IN,1
Kings,AD44,ED33,MELISSA MARK-VIVERITO,17
Kings,AD44,ED33,MICHAEL A. BLAKE,4
Kings,AD44,ED33,DAWN L. SMALLS,7
Kings,AD44,ED33,ERIC A. ULRICH,2
Kings,AD44,ED33,YDANIS RODRIGUEZ,3
Kings,AD44,ED33,DANIEL J. O'DONNELL,11
Kings,AD44,ED33,RAFAEL L. ESPINAL JR.,4
Kings,AD44,ED33,LATRICE M. WALKER,0
Kings,AD44,ED33,JUMAANE D. WILLIAMS,121
Kings,AD44,ED33,RON KIM,4
Kings,AD44,ED33,BENJAMIN L. YEE,3
Kings,AD44,ED33,A. MANNY ALICANDRO,0
Kings,AD44,ED33,NOMIKI D. KONST,4
Kings,AD44,ED33,DAVID EISENBACH,0
Kings,AD44,ED33,JARED RICH,2
Kings,AD44,ED33,ANTHONY TONY HERBERT,0
Kings,AD44,ED33,HELAL A. SHEIKH,6
Kings,AD44,ED33,WRITE-IN,0
Kings,AD44,ED34,MELISSA MARK-VIVERITO,0
Kings,AD44,ED34,MICHAEL A. BLAKE,0
Kings,AD44,ED34,DAWN L. SMALLS,0
Kings,AD44,ED34,ERIC A. ULRICH,0
Kings,AD44,ED34,YDANIS RODRIGUEZ,0
Kings,AD44,ED34,DANIEL J. O'DONNELL,0
Kings,AD44,ED34,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED34,LATRICE M. WALKER,0
Kings,AD44,ED34,JUMAANE D. WILLIAMS,0
Kings,AD44,ED34,RON KIM,0
Kings,AD44,ED34,BENJAMIN L. YEE,0
Kings,AD44,ED34,A. MANNY ALICANDRO,0
Kings,AD44,ED34,NOMIKI D. KONST,0
Kings,AD44,ED34,DAVID EISENBACH,0
Kings,AD44,ED34,JARED RICH,0
Kings,AD44,ED34,ANTHONY TONY HERBERT,0
Kings,AD44,ED34,HELAL A. SHEIKH,0
Kings,AD44,ED34,WRITE-IN,0
Kings,AD44,ED35,MELISSA MARK-VIVERITO,9
Kings,AD44,ED35,MICHAEL A. BLAKE,5
Kings,AD44,ED35,DAWN L. SMALLS,0
Kings,AD44,ED35,ERIC A. ULRICH,12
Kings,AD44,ED35,YDANIS RODRIGUEZ,2
Kings,AD44,ED35,DANIEL J. O'DONNELL,1
Kings,AD44,ED35,RAFAEL L. ESPINAL JR.,5
Kings,AD44,ED35,LATRICE M. WALKER,0
Kings,AD44,ED35,JUMAANE D. WILLIAMS,83
Kings,AD44,ED35,RON KIM,0
Kings,AD44,ED35,BENJAMIN L. YEE,0
Kings,AD44,ED35,A. MANNY ALICANDRO,0
Kings,AD44,ED35,NOMIKI D. KONST,9
Kings,AD44,ED35,DAVID EISENBACH,2
Kings,AD44,ED35,JARED RICH,0
Kings,AD44,ED35,ANTHONY TONY HERBERT,0
Kings,AD44,ED35,HELAL A. SHEIKH,4
Kings,AD44,ED35,WRITE-IN,0
Kings,AD44,ED36,MELISSA MARK-VIVERITO,20
Kings,AD44,ED36,MICHAEL A. BLAKE,8
Kings,AD44,ED36,DAWN L. SMALLS,10
Kings,AD44,ED36,ERIC A. ULRICH,9
Kings,AD44,ED36,YDANIS RODRIGUEZ,2
Kings,AD44,ED36,DANIEL J. O'DONNELL,6
Kings,AD44,ED36,RAFAEL L. ESPINAL JR.,11
Kings,AD44,ED36,LATRICE M. WALKER,0
Kings,AD44,ED36,JUMAANE D. WILLIAMS,148
Kings,AD44,ED36,RON KIM,4
Kings,AD44,ED36,BENJAMIN L. YEE,5
Kings,AD44,ED36,A. MANNY ALICANDRO,0
Kings,AD44,ED36,NOMIKI D. KONST,5
Kings,AD44,ED36,DAVID EISENBACH,0
Kings,AD44,ED36,JARED RICH,0
Kings,AD44,ED36,ANTHONY TONY HERBERT,0
Kings,AD44,ED36,HELAL A. SHEIKH,3
Kings,AD44,ED36,WRITE-IN,1
Kings,AD44,ED37,MELISSA MARK-VIVERITO,11
Kings,AD44,ED37,MICHAEL A. BLAKE,7
Kings,AD44,ED37,DAWN L. SMALLS,1
Kings,AD44,ED37,ERIC A. ULRICH,29
Kings,AD44,ED37,YDANIS RODRIGUEZ,0
Kings,AD44,ED37,DANIEL J. O'DONNELL,2
Kings,AD44,ED37,RAFAEL L. ESPINAL JR.,3
Kings,AD44,ED37,LATRICE M. WALKER,0
Kings,AD44,ED37,JUMAANE D. WILLIAMS,65
Kings,AD44,ED37,RON KIM,3
Kings,AD44,ED37,BENJAMIN L. YEE,1
Kings,AD44,ED37,A. MANNY ALICANDRO,1
Kings,AD44,ED37,NOMIKI D. KONST,6
Kings,AD44,ED37,DAVID EISENBACH,1
Kings,AD44,ED37,JARED RICH,0
Kings,AD44,ED37,ANTHONY TONY HERBERT,2
Kings,AD44,ED37,HELAL A. SHEIKH,14
Kings,AD44,ED37,WRITE-IN,0
Kings,AD44,ED38,MELISSA MARK-VIVERITO,12
Kings,AD44,ED38,MICHAEL A. BLAKE,4
Kings,AD44,ED38,DAWN L. SMALLS,8
Kings,AD44,ED38,ERIC A. ULRICH,7
Kings,AD44,ED38,YDANIS RODRIGUEZ,1
Kings,AD44,ED38,DANIEL J. O'DONNELL,2
Kings,AD44,ED38,RAFAEL L. ESPINAL JR.,6
Kings,AD44,ED38,LATRICE M. WALKER,0
Kings,AD44,ED38,JUMAANE D. WILLIAMS,122
Kings,AD44,ED38,RON KIM,1
Kings,AD44,ED38,BENJAMIN L. YEE,1
Kings,AD44,ED38,A. MANNY ALICANDRO,0
Kings,AD44,ED38,NOMIKI D. KONST,7
Kings,AD44,ED38,DAVID EISENBACH,0
Kings,AD44,ED38,JARED RICH,0
Kings,AD44,ED38,ANTHONY TONY HERBERT,0
Kings,AD44,ED38,HELAL A. SHEIKH,0
Kings,AD44,ED38,WRITE-IN,0
Kings,AD44,ED39,MELISSA MARK-VIVERITO,5
Kings,AD44,ED39,MICHAEL A. BLAKE,0
Kings,AD44,ED39,DAWN L. SMALLS,6
Kings,AD44,ED39,ERIC A. ULRICH,39
Kings,AD44,ED39,YDANIS RODRIGUEZ,0
Kings,AD44,ED39,DANIEL J. O'DONNELL,0
Kings,AD44,ED39,RAFAEL L. ESPINAL JR.,4
Kings,AD44,ED39,LATRICE M. WALKER,0
Kings,AD44,ED39,JUMAANE D. WILLIAMS,50
Kings,AD44,ED39,RON KIM,1
Kings,AD44,ED39,BENJAMIN L. YEE,2
Kings,AD44,ED39,A. MANNY ALICANDRO,0
Kings,AD44,ED39,NOMIKI D. KONST,1
Kings,AD44,ED39,DAVID EISENBACH,1
Kings,AD44,ED39,JARED RICH,0
Kings,AD44,ED39,ANTHONY TONY HERBERT,0
Kings,AD44,ED39,HELAL A. SHEIKH,11
Kings,AD44,ED39,WRITE-IN,0
Kings,AD44,ED40,MELISSA MARK-VIVERITO,0
Kings,AD44,ED40,MICHAEL A. BLAKE,0
Kings,AD44,ED40,DAWN L. SMALLS,0
Kings,AD44,ED40,ERIC A. ULRICH,0
Kings,AD44,ED40,YDANIS RODRIGUEZ,0
Kings,AD44,ED40,DANIEL J. O'DONNELL,0
Kings,AD44,ED40,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED40,LATRICE M. WALKER,0
Kings,AD44,ED40,JUMAANE D. WILLIAMS,0
Kings,AD44,ED40,RON KIM,0
Kings,AD44,ED40,BENJAMIN L. YEE,0
Kings,AD44,ED40,A. MANNY ALICANDRO,0
Kings,AD44,ED40,NOMIKI D. KONST,0
Kings,AD44,ED40,DAVID EISENBACH,0
Kings,AD44,ED40,JARED RICH,0
Kings,AD44,ED40,ANTHONY TONY HERBERT,0
Kings,AD44,ED40,HELAL A. SHEIKH,0
Kings,AD44,ED40,WRITE-IN,0
Kings,AD44,ED41,MELISSA MARK-VIVERITO,0
Kings,AD44,ED41,MICHAEL A. BLAKE,0
Kings,AD44,ED41,DAWN L. SMALLS,0
Kings,AD44,ED41,ERIC A. ULRICH,0
Kings,AD44,ED41,YDANIS RODRIGUEZ,0
Kings,AD44,ED41,DANIEL J. O'DONNELL,0
Kings,AD44,ED41,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED41,LATRICE M. WALKER,0
Kings,AD44,ED41,JUMAANE D. WILLIAMS,0
Kings,AD44,ED41,RON KIM,0
Kings,AD44,ED41,BENJAMIN L. YEE,0
Kings,AD44,ED41,A. MANNY ALICANDRO,0
Kings,AD44,ED41,NOMIKI D. KONST,0
Kings,AD44,ED41,DAVID EISENBACH,0
Kings,AD44,ED41,JARED RICH,0
Kings,AD44,ED41,ANTHONY TONY HERBERT,0
Kings,AD44,ED41,HELAL A. SHEIKH,0
Kings,AD44,ED41,WRITE-IN,0
Kings,AD44,ED42,MELISSA MARK-VIVERITO,6
Kings,AD44,ED42,MICHAEL A. BLAKE,4
Kings,AD44,ED42,DAWN L. SMALLS,3
Kings,AD44,ED42,ERIC A. ULRICH,23
Kings,AD44,ED42,YDANIS RODRIGUEZ,0
Kings,AD44,ED42,DANIEL J. O'DONNELL,2
Kings,AD44,ED42,RAFAEL L. ESPINAL JR.,5
Kings,AD44,ED42,LATRICE M. WALKER,1
Kings,AD44,ED42,JUMAANE D. WILLIAMS,49
Kings,AD44,ED42,RON KIM,4
Kings,AD44,ED42,BENJAMIN L. YEE,0
Kings,AD44,ED42,A. MANNY ALICANDRO,0
Kings,AD44,ED42,NOMIKI D. KONST,7
Kings,AD44,ED42,DAVID EISENBACH,3
Kings,AD44,ED42,JARED RICH,0
Kings,AD44,ED42,ANTHONY TONY HERBERT,0
Kings,AD44,ED42,HELAL A. SHEIKH,7
Kings,AD44,ED42,WRITE-IN,0
Kings,AD44,ED43,MELISSA MARK-VIVERITO,12
Kings,AD44,ED43,MICHAEL A. BLAKE,5
Kings,AD44,ED43,DAWN L. SMALLS,1
Kings,AD44,ED43,ERIC A. ULRICH,67
Kings,AD44,ED43,YDANIS RODRIGUEZ,1
Kings,AD44,ED43,DANIEL J. O'DONNELL,1
Kings,AD44,ED43,RAFAEL L. ESPINAL JR.,6
Kings,AD44,ED43,LATRICE M. WALKER,0
Kings,AD44,ED43,JUMAANE D. WILLIAMS,55
Kings,AD44,ED43,RON KIM,2
Kings,AD44,ED43,BENJAMIN L. YEE,0
Kings,AD44,ED43,A. MANNY ALICANDRO,2
Kings,AD44,ED43,NOMIKI D. KONST,6
Kings,AD44,ED43,DAVID EISENBACH,2
Kings,AD44,ED43,JARED RICH,0
Kings,AD44,ED43,ANTHONY TONY HERBERT,1
Kings,AD44,ED43,HELAL A. SHEIKH,4
Kings,AD44,ED43,WRITE-IN,0
Kings,AD44,ED44,MELISSA MARK-VIVERITO,0
Kings,AD44,ED44,MICHAEL A. BLAKE,0
Kings,AD44,ED44,DAWN L. SMALLS,0
Kings,AD44,ED44,ERIC A. ULRICH,0
Kings,AD44,ED44,YDANIS RODRIGUEZ,0
Kings,AD44,ED44,DANIEL J. O'DONNELL,0
Kings,AD44,ED44,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED44,LATRICE M. WALKER,0
Kings,AD44,ED44,JUMAANE D. WILLIAMS,0
Kings,AD44,ED44,RON KIM,0
Kings,AD44,ED44,BENJAMIN L. YEE,0
Kings,AD44,ED44,A. MANNY ALICANDRO,0
Kings,AD44,ED44,NOMIKI D. KONST,0
Kings,AD44,ED44,DAVID EISENBACH,0
Kings,AD44,ED44,JARED RICH,0
Kings,AD44,ED44,ANTHONY TONY HERBERT,0
Kings,AD44,ED44,HELAL A. SHEIKH,0
Kings,AD44,ED44,WRITE-IN,0
Kings,AD44,ED45,MELISSA MARK-VIVERITO,13
Kings,AD44,ED45,MICHAEL A. BLAKE,3
Kings,AD44,ED45,DAWN L. SMALLS,4
Kings,AD44,ED45,ERIC A. ULRICH,12
Kings,AD44,ED45,YDANIS RODRIGUEZ,1
Kings,AD44,ED45,DANIEL J. O'DONNELL,1
Kings,AD44,ED45,RAFAEL L. ESPINAL JR.,3
Kings,AD44,ED45,LATRICE M. WALKER,0
Kings,AD44,ED45,JUMAANE D. WILLIAMS,50
Kings,AD44,ED45,RON KIM,1
Kings,AD44,ED45,BENJAMIN L. YEE,4
Kings,AD44,ED45,A. MANNY ALICANDRO,0
Kings,AD44,ED45,NOMIKI D. KONST,5
Kings,AD44,ED45,DAVID EISENBACH,0
Kings,AD44,ED45,JARED RICH,0
Kings,AD44,ED45,ANTHONY TONY HERBERT,1
Kings,AD44,ED45,HELAL A. SHEIKH,1
Kings,AD44,ED45,WRITE-IN,0
Kings,AD44,ED46,MELISSA MARK-VIVERITO,0
Kings,AD44,ED46,MICHAEL A. BLAKE,0
Kings,AD44,ED46,DAWN L. SMALLS,0
Kings,AD44,ED46,ERIC A. ULRICH,0
Kings,AD44,ED46,YDANIS RODRIGUEZ,0
Kings,AD44,ED46,DANIEL J. O'DONNELL,0
Kings,AD44,ED46,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED46,LATRICE M. WALKER,0
Kings,AD44,ED46,JUMAANE D. WILLIAMS,0
Kings,AD44,ED46,RON KIM,0
Kings,AD44,ED46,BENJAMIN L. YEE,0
Kings,AD44,ED46,A. MANNY ALICANDRO,0
Kings,AD44,ED46,NOMIKI D. KONST,0
Kings,AD44,ED46,DAVID EISENBACH,0
Kings,AD44,ED46,JARED RICH,0
Kings,AD44,ED46,ANTHONY TONY HERBERT,0
Kings,AD44,ED46,HELAL A. SHEIKH,0
Kings,AD44,ED46,WRITE-IN,0
Kings,AD44,ED47,MELISSA MARK-VIVERITO,0
Kings,AD44,ED47,MICHAEL A. BLAKE,0
Kings,AD44,ED47,DAWN L. SMALLS,0
Kings,AD44,ED47,ERIC A. ULRICH,0
Kings,AD44,ED47,YDANIS RODRIGUEZ,0
Kings,AD44,ED47,DANIEL J. O'DONNELL,0
Kings,AD44,ED47,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED47,LATRICE M. WALKER,0
Kings,AD44,ED47,JUMAANE D. WILLIAMS,0
Kings,AD44,ED47,RON KIM,0
Kings,AD44,ED47,BENJAMIN L. YEE,0
Kings,AD44,ED47,A. MANNY ALICANDRO,0
Kings,AD44,ED47,NOMIKI D. KONST,0
Kings,AD44,ED47,DAVID EISENBACH,0
Kings,AD44,ED47,JARED RICH,0
Kings,AD44,ED47,ANTHONY TONY HERBERT,0
Kings,AD44,ED47,HELAL A. SHEIKH,0
Kings,AD44,ED47,WRITE-IN,0
Kings,AD44,ED48,MELISSA MARK-VIVERITO,5
Kings,AD44,ED48,MICHAEL A. BLAKE,3
Kings,AD44,ED48,DAWN L. SMALLS,6
Kings,AD44,ED48,ERIC A. ULRICH,4
Kings,AD44,ED48,YDANIS RODRIGUEZ,0
Kings,AD44,ED48,DANIEL J. O'DONNELL,2
Kings,AD44,ED48,RAFAEL L. ESPINAL JR.,2
Kings,AD44,ED48,LATRICE M. WALKER,0
Kings,AD44,ED48,JUMAANE D. WILLIAMS,54
Kings,AD44,ED48,RON KIM,1
Kings,AD44,ED48,BENJAMIN L. YEE,0
Kings,AD44,ED48,A. MANNY ALICANDRO,0
Kings,AD44,ED48,NOMIKI D. KONST,1
Kings,AD44,ED48,DAVID EISENBACH,0
Kings,AD44,ED48,JARED RICH,0
Kings,AD44,ED48,ANTHONY TONY HERBERT,0
Kings,AD44,ED48,HELAL A. SHEIKH,2
Kings,AD44,ED48,WRITE-IN,0
Kings,AD44,ED49,MELISSA MARK-VIVERITO,0
Kings,AD44,ED49,MICHAEL A. BLAKE,0
Kings,AD44,ED49,DAWN L. SMALLS,0
Kings,AD44,ED49,ERIC A. ULRICH,0
Kings,AD44,ED49,YDANIS RODRIGUEZ,0
Kings,AD44,ED49,DANIEL J. O'DONNELL,0
Kings,AD44,ED49,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED49,LATRICE M. WALKER,0
Kings,AD44,ED49,JUMAANE D. WILLIAMS,0
Kings,AD44,ED49,RON KIM,0
Kings,AD44,ED49,BENJAMIN L. YEE,0
Kings,AD44,ED49,A. MANNY ALICANDRO,0
Kings,AD44,ED49,NOMIKI D. KONST,0
Kings,AD44,ED49,DAVID EISENBACH,0
Kings,AD44,ED49,JARED RICH,0
Kings,AD44,ED49,ANTHONY TONY HERBERT,0
Kings,AD44,ED49,HELAL A. SHEIKH,0
Kings,AD44,ED49,WRITE-IN,0
Kings,AD44,ED50,MELISSA MARK-VIVERITO,0
Kings,AD44,ED50,MICHAEL A. BLAKE,0
Kings,AD44,ED50,DAWN L. SMALLS,0
Kings,AD44,ED50,ERIC A. ULRICH,0
Kings,AD44,ED50,YDANIS RODRIGUEZ,0
Kings,AD44,ED50,DANIEL J. O'DONNELL,0
Kings,AD44,ED50,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED50,LATRICE M. WALKER,0
Kings,AD44,ED50,JUMAANE D. WILLIAMS,0
Kings,AD44,ED50,RON KIM,0
Kings,AD44,ED50,BENJAMIN L. YEE,0
Kings,AD44,ED50,A. MANNY ALICANDRO,0
Kings,AD44,ED50,NOMIKI D. KONST,0
Kings,AD44,ED50,DAVID EISENBACH,0
Kings,AD44,ED50,JARED RICH,0
Kings,AD44,ED50,ANTHONY TONY HERBERT,0
Kings,AD44,ED50,HELAL A. SHEIKH,0
Kings,AD44,ED50,WRITE-IN,0
Kings,AD44,ED51,MELISSA MARK-VIVERITO,23
Kings,AD44,ED51,MICHAEL A. BLAKE,3
Kings,AD44,ED51,DAWN L. SMALLS,8
Kings,AD44,ED51,ERIC A. ULRICH,17
Kings,AD44,ED51,YDANIS RODRIGUEZ,3
Kings,AD44,ED51,DANIEL J. O'DONNELL,9
Kings,AD44,ED51,RAFAEL L. ESPINAL JR.,12
Kings,AD44,ED51,LATRICE M. WALKER,1
Kings,AD44,ED51,JUMAANE D. WILLIAMS,144
Kings,AD44,ED51,RON KIM,10
Kings,AD44,ED51,BENJAMIN L. YEE,7
Kings,AD44,ED51,A. MANNY ALICANDRO,3
Kings,AD44,ED51,NOMIKI D. KONST,7
Kings,AD44,ED51,DAVID EISENBACH,2
Kings,AD44,ED51,JARED RICH,1
Kings,AD44,ED51,ANTHONY TONY HERBERT,0
Kings,AD44,ED51,HELAL A. SHEIKH,8
Kings,AD44,ED51,WRITE-IN,1
Kings,AD44,ED52,MELISSA MARK-VIVERITO,31
Kings,AD44,ED52,MICHAEL A. BLAKE,9
Kings,AD44,ED52,DAWN L. SMALLS,8
Kings,AD44,ED52,ERIC A. ULRICH,19
Kings,AD44,ED52,YDANIS RODRIGUEZ,3
Kings,AD44,ED52,DANIEL J. O'DONNELL,8
Kings,AD44,ED52,RAFAEL L. ESPINAL JR.,7
Kings,AD44,ED52,LATRICE M. WALKER,1
Kings,AD44,ED52,JUMAANE D. WILLIAMS,127
Kings,AD44,ED52,RON KIM,4
Kings,AD44,ED52,BENJAMIN L. YEE,2
Kings,AD44,ED52,A. MANNY ALICANDRO,6
Kings,AD44,ED52,NOMIKI D. KONST,9
Kings,AD44,ED52,DAVID EISENBACH,0
Kings,AD44,ED52,JARED RICH,1
Kings,AD44,ED52,ANTHONY TONY HERBERT,0
Kings,AD44,ED52,HELAL A. SHEIKH,0
Kings,AD44,ED52,WRITE-IN,1
Kings,AD44,ED53,MELISSA MARK-VIVERITO,36
Kings,AD44,ED53,MICHAEL A. BLAKE,7
Kings,AD44,ED53,DAWN L. SMALLS,13
Kings,AD44,ED53,ERIC A. ULRICH,32
Kings,AD44,ED53,YDANIS RODRIGUEZ,1
Kings,AD44,ED53,DANIEL J. O'DONNELL,6
Kings,AD44,ED53,RAFAEL L. ESPINAL JR.,7
Kings,AD44,ED53,LATRICE M. WALKER,0
Kings,AD44,ED53,JUMAANE D. WILLIAMS,125
Kings,AD44,ED53,RON KIM,1
Kings,AD44,ED53,BENJAMIN L. YEE,8
Kings,AD44,ED53,A. MANNY ALICANDRO,4
Kings,AD44,ED53,NOMIKI D. KONST,11
Kings,AD44,ED53,DAVID EISENBACH,2
Kings,AD44,ED53,JARED RICH,0
Kings,AD44,ED53,ANTHONY TONY HERBERT,0
Kings,AD44,ED53,HELAL A. SHEIKH,9
Kings,AD44,ED53,WRITE-IN,0
Kings,AD44,ED54,MELISSA MARK-VIVERITO,41
Kings,AD44,ED54,MICHAEL A. BLAKE,10
Kings,AD44,ED54,DAWN L. SMALLS,14
Kings,AD44,ED54,ERIC A. ULRICH,13
Kings,AD44,ED54,YDANIS RODRIGUEZ,2
Kings,AD44,ED54,DANIEL J. O'DONNELL,5
Kings,AD44,ED54,RAFAEL L. ESPINAL JR.,9
Kings,AD44,ED54,LATRICE M. WALKER,0
Kings,AD44,ED54,JUMAANE D. WILLIAMS,185
Kings,AD44,ED54,RON KIM,4
Kings,AD44,ED54,BENJAMIN L. YEE,3
Kings,AD44,ED54,A. MANNY ALICANDRO,2
Kings,AD44,ED54,NOMIKI D. KONST,10
Kings,AD44,ED54,DAVID EISENBACH,2
Kings,AD44,ED54,JARED RICH,0
Kings,AD44,ED54,ANTHONY TONY HERBERT,2
Kings,AD44,ED54,HELAL A. SHEIKH,0
Kings,AD44,ED54,WRITE-IN,0
Kings,AD44,ED55,MELISSA MARK-VIVERITO,0
Kings,AD44,ED55,MICHAEL A. BLAKE,0
Kings,AD44,ED55,DAWN L. SMALLS,0
Kings,AD44,ED55,ERIC A. ULRICH,0
Kings,AD44,ED55,YDANIS RODRIGUEZ,0
Kings,AD44,ED55,DANIEL J. O'DONNELL,0
Kings,AD44,ED55,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED55,LATRICE M. WALKER,0
Kings,AD44,ED55,JUMAANE D. WILLIAMS,0
Kings,AD44,ED55,RON KIM,0
Kings,AD44,ED55,BENJAMIN L. YEE,0
Kings,AD44,ED55,A. MANNY ALICANDRO,0
Kings,AD44,ED55,NOMIKI D. KONST,0
Kings,AD44,ED55,DAVID EISENBACH,0
Kings,AD44,ED55,JARED RICH,0
Kings,AD44,ED55,ANTHONY TONY HERBERT,0
Kings,AD44,ED55,HELAL A. SHEIKH,0
Kings,AD44,ED55,WRITE-IN,0
Kings,AD44,ED56,MELISSA MARK-VIVERITO,0
Kings,AD44,ED56,MICHAEL A. BLAKE,0
Kings,AD44,ED56,DAWN L. SMALLS,0
Kings,AD44,ED56,ERIC A. ULRICH,0
Kings,AD44,ED56,YDANIS RODRIGUEZ,0
Kings,AD44,ED56,DANIEL J. O'DONNELL,0
Kings,AD44,ED56,RAFAEL L. ESPINAL JR.,0
Kings,AD44,ED56,LATRICE M. WALKER,0
Kings,AD44,ED56,JUMAANE D. WILLIAMS,0
Kings,AD44,ED56,RON KIM,0
Kings,AD44,ED56,BENJAMIN L. YEE,0
Kings,AD44,ED56,A. MANNY ALICANDRO,0
Kings,AD44,ED56,NOMIKI D. KONST,0
Kings,AD44,ED56,DAVID EISENBACH,0
Kings,AD44,ED56,JARED RICH,0
Kings,AD44,ED56,ANTHONY TONY HERBERT,0
Kings,AD44,ED56,HELAL A. SHEIKH,0
Kings,AD44,ED56,WRITE-IN,0
Kings,AD44,ED57,MELISSA MARK-VIVERITO,17
Kings,AD44,ED57,MICHAEL A. BLAKE,8
Kings,AD44,ED57,DAWN L. SMALLS,5
Kings,AD44,ED57,ERIC A. ULRICH,23
Kings,AD44,ED57,YDANIS RODRIGUEZ,0
Kings,AD44,ED57,DANIEL J. O'DONNELL,6
Kings,AD44,ED57,RAFAEL L. ESPINAL JR.,4
Kings,AD44,ED57,LATRICE M. WALKER,0
Kings,AD44,ED57,JUMAANE D. WILLIAMS,116
Kings,AD44,ED57,RON KIM,1
Kings,AD44,ED57,BENJAMIN L. YEE,3
Kings,AD44,ED57,A. MANNY ALICANDRO,0
Kings,AD44,ED57,NOMIKI D. KONST,5
Kings,AD44,ED57,DAVID EISENBACH,3
Kings,AD44,ED57,JARED RICH,0
Kings,AD44,ED57,ANTHONY TONY HERBERT,0
Kings,AD44,ED57,HELAL A. SHEIKH,0
Kings,AD44,ED57,WRITE-IN,0
Kings,AD44,ED58,MELISSA MARK-VIVERITO,39
Kings,AD44,ED58,MICHAEL A. BLAKE,9
Kings,AD44,ED58,DAWN L. SMALLS,8
Kings,AD44,ED58,ERIC A. ULRICH,35
Kings,AD44,ED58,YDANIS RODRIGUEZ,1
Kings,AD44,ED58,DANIEL J. O'DONNELL,9
Kings,AD44,ED58,RAFAEL L. ESPINAL JR.,14
Kings,AD44,ED58,LATRICE M. WALKER,0
Kings,AD44,ED58,JUMAANE D. WILLIAMS,168
Kings,AD44,ED58,RON KIM,4
Kings,AD44,ED58,BENJAMIN L. YEE,2
Kings,AD44,ED58,A. MANNY ALICANDRO,0
Kings,AD44,ED58,NOMIKI D. KONST,8
Kings,AD44,ED58,DAVID EISENBACH,0
Kings,AD44,ED58,JARED RICH,0
Kings,AD44,ED58,ANTHONY TONY HERBERT,0
Kings,AD44,ED58,HELAL A. SHEIKH,0
Kings,AD44,ED58,WRITE-IN,0
Kings,AD44,ED59,MELISSA MARK-VIVERITO,44
Kings,AD44,ED59,MICHAEL A. BLAKE,17
Kings,AD44,ED59,DAWN L. SMALLS,23
Kings,AD44,ED59,ERIC A. ULRICH,47
Kings,AD44,ED59,YDANIS RODRIGUEZ,4
Kings,AD44,ED59,DANIEL J. O'DONNELL,6
Kings,AD44,ED59,RAFAEL L. ESPINAL JR.,12
Kings,AD44,ED59,LATRICE M. WALKER,1
Kings,AD44,ED59,JUMAANE D. WILLIAMS,148
Kings,AD44,ED59,RON KIM,4
