County,AD,ED,Name,Votes
New York,AD70,ED103,RAFAEL L. ESPINAL JR.,0
New York,AD70,ED103,LATRICE M. WALKER,0
New York,AD70,ED103,JUMAANE D. WILLIAMS,0
New York,AD70,ED103,RON KIM,0
New York,AD70,ED103,BENJAMIN L. YEE,0
New York,AD70,ED103,A. MANNY ALICANDRO,0
New York,AD70,ED103,NOMIKI D. KONST,0
New York,AD70,ED103,DAVID EISENBACH,0
New York,AD70,ED103,JARED RICH,0
New York,AD70,ED103,ANTHONY TONY HERBERT,0
New York,AD70,ED103,HELAL A. SHEIKH,0
New York,AD70,ED103,WRITE-IN,0
New York,AD70,ED104,MELISSA MARK-VIVERITO,16
New York,AD70,ED104,MICHAEL A. BLAKE,6
New York,AD70,ED104,DAWN L. SMALLS,4
New York,AD70,ED104,ERIC A. ULRICH,1
New York,AD70,ED104,YDANIS RODRIGUEZ,8
New York,AD70,ED104,DANIEL J. O'DONNELL,12
New York,AD70,ED104,RAFAEL L. ESPINAL JR.,4
New York,AD70,ED104,LATRICE M. WALKER,0
New York,AD70,ED104,JUMAANE D. WILLIAMS,16
New York,AD70,ED104,RON KIM,2
New York,AD70,ED104,BENJAMIN L. YEE,0
New York,AD70,ED104,A. MANNY ALICANDRO,0
New York,AD70,ED104,NOMIKI D. KONST,0
New York,AD70,ED104,DAVID EISENBACH,1
New York,AD70,ED104,JARED RICH,0
New York,AD70,ED104,ANTHONY TONY HERBERT,0
New York,AD70,ED104,HELAL A. SHEIKH,0
New York,AD70,ED104,WRITE-IN,0
New York,AD70,ED105,MELISSA MARK-VIVERITO,0
New York,AD70,ED105,MICHAEL A. BLAKE,0
New York,AD70,ED105,DAWN L. SMALLS,0
New York,AD70,ED105,ERIC A. ULRICH,0
New York,AD70,ED105,YDANIS RODRIGUEZ,0
New York,AD70,ED105,DANIEL J. O'DONNELL,0
New York,AD70,ED105,RAFAEL L. ESPINAL JR.,0
New York,AD70,ED105,LATRICE M. WALKER,0
New York,AD70,ED105,JUMAANE D. WILLIAMS,0
New York,AD70,ED105,RON KIM,0
New York,AD70,ED105,BENJAMIN L. YEE,0
New York,AD70,ED105,A. MANNY ALICANDRO,0
New York,AD70,ED105,NOMIKI D. KONST,0
New York,AD70,ED105,DAVID EISENBACH,0
New York,AD70,ED105,JARED RICH,0
New York,AD70,ED105,ANTHONY TONY HERBERT,0
New York,AD70,ED105,HELAL A. SHEIKH,0
New York,AD70,ED105,WRITE-IN,0
New York,AD70,ED106,MELISSA MARK-VIVERITO,0
New York,AD70,ED106,MICHAEL A. BLAKE,0
New York,AD70,ED106,DAWN L. SMALLS,0
New York,AD70,ED106,ERIC A. ULRICH,0
New York,AD70,ED106,YDANIS RODRIGUEZ,0
New York,AD70,ED106,DANIEL J. O'DONNELL,0
New York,AD70,ED106,RAFAEL L. ESPINAL JR.,0
New York,AD70,ED106,LATRICE M. WALKER,0
New York,AD70,ED106,JUMAANE D. WILLIAMS,0
New York,AD70,ED106,RON KIM,0
New York,AD70,ED106,BENJAMIN L. YEE,0
New York,AD70,ED106,A. MANNY ALICANDRO,0
New York,AD70,ED106,NOMIKI D. KONST,0
New York,AD70,ED106,DAVID EISENBACH,0
New York,AD70,ED106,JARED RICH,0
New York,AD70,ED106,ANTHONY TONY HERBERT,0
New York,AD70,ED106,HELAL A. SHEIKH,0
New York,AD70,ED106,WRITE-IN,0
New York,AD70,ED107,MELISSA MARK-VIVERITO,0
New York,AD70,ED107,MICHAEL A. BLAKE,0
New York,AD70,ED107,DAWN L. SMALLS,0
New York,AD70,ED107,ERIC A. ULRICH,0
New York,AD70,ED107,YDANIS RODRIGUEZ,0
New York,AD70,ED107,DANIEL J. O'DONNELL,0
New York,AD70,ED107,RAFAEL L. ESPINAL JR.,0
New York,AD70,ED107,LATRICE M. WALKER,0
New York,AD70,ED107,JUMAANE D. WILLIAMS,0
New York,AD70,ED107,RON KIM,0
New York,AD70,ED107,BENJAMIN L. YEE,0
New York,AD70,ED107,A. MANNY ALICANDRO,0
New York,AD70,ED107,NOMIKI D. KONST,0
New York,AD70,ED107,DAVID EISENBACH,0
New York,AD70,ED107,JARED RICH,0
New York,AD70,ED107,ANTHONY TONY HERBERT,0
New York,AD70,ED107,HELAL A. SHEIKH,0
New York,AD70,ED107,WRITE-IN,0
New York,AD70,ED108,MELISSA MARK-VIVERITO,11
New York,AD70,ED108,MICHAEL A. BLAKE,21
New York,AD70,ED108,DAWN L. SMALLS,5
New York,AD70,ED108,ERIC A. ULRICH,1
New York,AD70,ED108,YDANIS RODRIGUEZ,6
New York,AD70,ED108,DANIEL J. O'DONNELL,1
New York,AD70,ED108,RAFAEL L. ESPINAL JR.,8
New York,AD70,ED108,LATRICE M. WALKER,0
New York,AD70,ED108,JUMAANE D. WILLIAMS,98
New York,AD70,ED108,RON KIM,0
New York,AD70,ED108,BENJAMIN L. YEE,0
New York,AD70,ED108,A. MANNY ALICANDRO,0
New York,AD70,ED108,NOMIKI D. KONST,5
New York,AD70,ED108,DAVID EISENBACH,0
New York,AD70,ED108,JARED RICH,0
New York,AD70,ED108,ANTHONY TONY HERBERT,2
New York,AD70,ED108,HELAL A. SHEIKH,0
New York,AD70,ED108,WRITE-IN,1
New York,AD70,ED109,MELISSA MARK-VIVERITO,0
New York,AD70,ED109,MICHAEL A. BLAKE,0
New York,AD70,ED109,DAWN L. SMALLS,0
New York,AD70,ED109,ERIC A. ULRICH,0
New York,AD70,ED109,YDANIS RODRIGUEZ,0
New York,AD70,ED109,DANIEL J. O'DONNELL,0
New York,AD70,ED109,RAFAEL L. ESPINAL JR.,0
New York,AD70,ED109,LATRICE M. WALKER,0
New York,AD70,ED109,JUMAANE D. WILLIAMS,0
New York,AD70,ED109,RON KIM,0
New York,AD70,ED109,BENJAMIN L. YEE,0
New York,AD70,ED109,A. MANNY ALICANDRO,0
New York,AD70,ED109,NOMIKI D. KONST,0
New York,AD70,ED109,DAVID EISENBACH,0
New York,AD70,ED109,JARED RICH,0
New York,AD70,ED109,ANTHONY TONY HERBERT,0
New York,AD70,ED109,HELAL A. SHEIKH,0
New York,AD70,ED109,WRITE-IN,0
New York,AD70,ED110,MELISSA MARK-VIVERITO,0
New York,AD70,ED110,MICHAEL A. BLAKE,0
New York,AD70,ED110,DAWN L. SMALLS,0
New York,AD70,ED110,ERIC A. ULRICH,0
New York,AD70,ED110,YDANIS RODRIGUEZ,0
New York,AD70,ED110,DANIEL J. O'DONNELL,0
New York,AD70,ED110,RAFAEL L. ESPINAL JR.,0
New York,AD70,ED110,LATRICE M. WALKER,0
New York,AD70,ED110,JUMAANE D. WILLIAMS,0
New York,AD70,ED110,RON KIM,0
New York,AD70,ED110,BENJAMIN L. YEE,0
New York,AD70,ED110,A. MANNY ALICANDRO,0
New York,AD70,ED110,NOMIKI D. KONST,0
New York,AD70,ED110,DAVID EISENBACH,0
New York,AD70,ED110,JARED RICH,0
New York,AD70,ED110,ANTHONY TONY HERBERT,0
New York,AD70,ED110,HELAL A. SHEIKH,0
New York,AD70,ED110,WRITE-IN,0
New York,AD70,ED111,MELISSA MARK-VIVERITO,0
New York,AD70,ED111,MICHAEL A. BLAKE,0
New York,AD70,ED111,DAWN L. SMALLS,0
New York,AD70,ED111,ERIC A. ULRICH,0
New York,AD70,ED111,YDANIS RODRIGUEZ,0
New York,AD70,ED111,DANIEL J. O'DONNELL,0
New York,AD70,ED111,RAFAEL L. ESPINAL JR.,0
New York,AD70,ED111,LATRICE M. WALKER,0
New York,AD70,ED111,JUMAANE D. WILLIAMS,0
New York,AD70,ED111,RON KIM,0
New York,AD70,ED111,BENJAMIN L. YEE,0
New York,AD70,ED111,A. MANNY ALICANDRO,0
New York,AD70,ED111,NOMIKI D. KONST,0
New York,AD70,ED111,DAVID EISENBACH,0
New York,AD70,ED111,JARED RICH,0
New York,AD70,ED111,ANTHONY TONY HERBERT,0
New York,AD70,ED111,HELAL A. SHEIKH,0
New York,AD70,ED111,WRITE-IN,0
New York,AD71,ED1,MELISSA MARK-VIVERITO,27
New York,AD71,ED1,MICHAEL A. BLAKE,6
New York,AD71,ED1,DAWN L. SMALLS,2
New York,AD71,ED1,ERIC A. ULRICH,2
New York,AD71,ED1,YDANIS RODRIGUEZ,35
New York,AD71,ED1,DANIEL J. O'DONNELL,4
New York,AD71,ED1,RAFAEL L. ESPINAL JR.,2
New York,AD71,ED1,LATRICE M. WALKER,0
New York,AD71,ED1,JUMAANE D. WILLIAMS,33
New York,AD71,ED1,RON KIM,0
New York,AD71,ED1,BENJAMIN L. YEE,0
New York,AD71,ED1,A. MANNY ALICANDRO,0
New York,AD71,ED1,NOMIKI D. KONST,5
New York,AD71,ED1,DAVID EISENBACH,1
New York,AD71,ED1,JARED RICH,0
New York,AD71,ED1,ANTHONY TONY HERBERT,2
New York,AD71,ED1,HELAL A. SHEIKH,0
New York,AD71,ED1,WRITE-IN,0
New York,AD71,ED2,MELISSA MARK-VIVERITO,12
New York,AD71,ED2,MICHAEL A. BLAKE,4
New York,AD71,ED2,DAWN L. SMALLS,3
New York,AD71,ED2,ERIC A. ULRICH,1
New York,AD71,ED2,YDANIS RODRIGUEZ,33
New York,AD71,ED2,DANIEL J. O'DONNELL,4
New York,AD71,ED2,RAFAEL L. ESPINAL JR.,1
New York,AD71,ED2,LATRICE M. WALKER,1
New York,AD71,ED2,JUMAANE D. WILLIAMS,29
New York,AD71,ED2,RON KIM,1
New York,AD71,ED2,BENJAMIN L. YEE,1
New York,AD71,ED2,A. MANNY ALICANDRO,1
New York,AD71,ED2,NOMIKI D. KONST,3
New York,AD71,ED2,DAVID EISENBACH,0
New York,AD71,ED2,JARED RICH,0
New York,AD71,ED2,ANTHONY TONY HERBERT,2
New York,AD71,ED2,HELAL A. SHEIKH,0
New York,AD71,ED2,WRITE-IN,0
New York,AD71,ED3,MELISSA MARK-VIVERITO,0
New York,AD71,ED3,MICHAEL A. BLAKE,0
New York,AD71,ED3,DAWN L. SMALLS,0
New York,AD71,ED3,ERIC A. ULRICH,0
New York,AD71,ED3,YDANIS RODRIGUEZ,0
New York,AD71,ED3,DANIEL J. O'DONNELL,0
New York,AD71,ED3,RAFAEL L. ESPINAL JR.,0
New York,AD71,ED3,LATRICE M. WALKER,0
New York,AD71,ED3,JUMAANE D. WILLIAMS,0
New York,AD71,ED3,RON KIM,0
New York,AD71,ED3,BENJAMIN L. YEE,0
New York,AD71,ED3,A. MANNY ALICANDRO,0
New York,AD71,ED3,NOMIKI D. KONST,0
New York,AD71,ED3,DAVID EISENBACH,0
New York,AD71,ED3,JARED RICH,0
New York,AD71,ED3,ANTHONY TONY HERBERT,0
New York,AD71,ED3,HELAL A. SHEIKH,0
New York,AD71,ED3,WRITE-IN,0
New York,AD71,ED4,MELISSA MARK-VIVERITO,10
New York,AD71,ED4,MICHAEL A. BLAKE,14
New York,AD71,ED4,DAWN L. SMALLS,2
New York,AD71,ED4,ERIC A. ULRICH,1
New York,AD71,ED4,YDANIS RODRIGUEZ,24
New York,AD71,ED4,DANIEL J. O'DONNELL,5
New York,AD71,ED4,RAFAEL L. ESPINAL JR.,3
New York,AD71,ED4,LATRICE M. WALKER,0
New York,AD71,ED4,JUMAANE D. WILLIAMS,48
New York,AD71,ED4,RON KIM,1
New York,AD71,ED4,BENJAMIN L. YEE,3
New York,AD71,ED4,A. MANNY ALICANDRO,1
New York,AD71,ED4,NOMIKI D. KONST,0
New York,AD71,ED4,DAVID EISENBACH,1
New York,AD71,ED4,JARED RICH,0
New York,AD71,ED4,ANTHONY TONY HERBERT,0
New York,AD71,ED4,HELAL A. SHEIKH,0
New York,AD71,ED4,WRITE-IN,1
New York,AD71,ED5,MELISSA MARK-VIVERITO,20
New York,AD71,ED5,MICHAEL A. BLAKE,23
New York,AD71,ED5,DAWN L. SMALLS,17
New York,AD71,ED5,ERIC A. ULRICH,3
New York,AD71,ED5,YDANIS RODRIGUEZ,3
New York,AD71,ED5,DANIEL J. O'DONNELL,2
New York,AD71,ED5,RAFAEL L. ESPINAL JR.,1
New York,AD71,ED5,LATRICE M. WALKER,0
New York,AD71,ED5,JUMAANE D. WILLIAMS,92
New York,AD71,ED5,RON KIM,2
New York,AD71,ED5,BENJAMIN L. YEE,3
New York,AD71,ED5,A. MANNY ALICANDRO,1
New York,AD71,ED5,NOMIKI D. KONST,5
New York,AD71,ED5,DAVID EISENBACH,2
New York,AD71,ED5,JARED RICH,0
New York,AD71,ED5,ANTHONY TONY HERBERT,0
New York,AD71,ED5,HELAL A. SHEIKH,0
New York,AD71,ED5,WRITE-IN,0
New York,AD71,ED6,MELISSA MARK-VIVERITO,28
New York,AD71,ED6,MICHAEL A. BLAKE,5
New York,AD71,ED6,DAWN L. SMALLS,1
New York,AD71,ED6,ERIC A. ULRICH,2
New York,AD71,ED6,YDANIS RODRIGUEZ,43
New York,AD71,ED6,DANIEL J. O'DONNELL,3
New York,AD71,ED6,RAFAEL L. ESPINAL JR.,1
New York,AD71,ED6,LATRICE M. WALKER,0
New York,AD71,ED6,JUMAANE D. WILLIAMS,29
New York,AD71,ED6,RON KIM,0
New York,AD71,ED6,BENJAMIN L. YEE,0
New York,AD71,ED6,A. MANNY ALICANDRO,1
New York,AD71,ED6,NOMIKI D. KONST,4
New York,AD71,ED6,DAVID EISENBACH,0
New York,AD71,ED6,JARED RICH,0
New York,AD71,ED6,ANTHONY TONY HERBERT,0
New York,AD71,ED6,HELAL A. SHEIKH,0
New York,AD71,ED6,WRITE-IN,2
New York,AD71,ED7,MELISSA MARK-VIVERITO,16
New York,AD71,ED7,MICHAEL A. BLAKE,21
New York,AD71,ED7,DAWN L. SMALLS,4
New York,AD71,ED7,ERIC A. ULRICH,2
New York,AD71,ED7,YDANIS RODRIGUEZ,28
New York,AD71,ED7,DANIEL J. O'DONNELL,2
New York,AD71,ED7,RAFAEL L. ESPINAL JR.,5
New York,AD71,ED7,LATRICE M. WALKER,0
New York,AD71,ED7,JUMAANE D. WILLIAMS,76
New York,AD71,ED7,RON KIM,1
New York,AD71,ED7,BENJAMIN L. YEE,1
New York,AD71,ED7,A. MANNY ALICANDRO,0
New York,AD71,ED7,NOMIKI D. KONST,8
New York,AD71,ED7,DAVID EISENBACH,0
New York,AD71,ED7,JARED RICH,0
New York,AD71,ED7,ANTHONY TONY HERBERT,0
New York,AD71,ED7,HELAL A. SHEIKH,0
New York,AD71,ED7,WRITE-IN,0
New York,AD71,ED8,MELISSA MARK-VIVERITO,0
New York,AD71,ED8,MICHAEL A. BLAKE,0
New York,AD71,ED8,DAWN L. SMALLS,0
New York,AD71,ED8,ERIC A. ULRICH,0
New York,AD71,ED8,YDANIS RODRIGUEZ,0
New York,AD71,ED8,DANIEL J. O'DONNELL,0
New York,AD71,ED8,RAFAEL L. ESPINAL JR.,0
New York,AD71,ED8,LATRICE M. WALKER,0
New York,AD71,ED8,JUMAANE D. WILLIAMS,0
New York,AD71,ED8,RON KIM,0
New York,AD71,ED8,BENJAMIN L. YEE,0
New York,AD71,ED8,A. MANNY ALICANDRO,0
New York,AD71,ED8,NOMIKI D. KONST,0
New York,AD71,ED8,DAVID EISENBACH,0
New York,AD71,ED8,JARED RICH,0
New York,AD71,ED8,ANTHONY TONY HERBERT,0
New York,AD71,ED8,HELAL A. SHEIKH,0
New York,AD71,ED8,WRITE-IN,0
New York,AD71,ED9,MELISSA MARK-VIVERITO,0
New York,AD71,ED9,MICHAEL A. BLAKE,0
New York,AD71,ED9,DAWN L. SMALLS,0
New York,AD71,ED9,ERIC A. ULRICH,0
New York,AD71,ED9,YDANIS RODRIGUEZ,0
New York,AD71,ED9,DANIEL J. O'DONNELL,0
New York,AD71,ED9,RAFAEL L. ESPINAL JR.,0
New York,AD71,ED9,LATRICE M. WALKER,0
New York,AD71,ED9,JUMAANE D. WILLIAMS,0
New York,AD71,ED9,RON KIM,0
New York,AD71,ED9,BENJAMIN L. YEE,0
New York,AD71,ED9,A. MANNY ALICANDRO,0
New York,AD71,ED9,NOMIKI D. KONST,0
New York,AD71,ED9,DAVID EISENBACH,0
New York,AD71,ED9,JARED RICH,0
New York,AD71,ED9,ANTHONY TONY HERBERT,0
New York,AD71,ED9,HELAL A. SHEIKH,0
New York,AD71,ED9,WRITE-IN,0
New York,AD71,ED10,MELISSA MARK-VIVERITO,17
New York,AD71,ED10,MICHAEL A. BLAKE,6
New York,AD71,ED10,DAWN L. SMALLS,10
New York,AD71,ED10,ERIC A. ULRICH,25
New York,AD71,ED10,YDANIS RODRIGUEZ,11
New York,AD71,ED10,DANIEL J. O'DONNELL,9
New York,AD71,ED10,RAFAEL L. ESPINAL JR.,3
New York,AD71,ED10,LATRICE M. WALKER,0
New York,AD71,ED10,JUMAANE D. WILLIAMS,63
New York,AD71,ED10,RON KIM,3
New York,AD71,ED10,BENJAMIN L. YEE,2
New York,AD71,ED10,A. MANNY ALICANDRO,0
New York,AD71,ED10,NOMIKI D. KONST,4
New York,AD71,ED10,DAVID EISENBACH,1
New York,AD71,ED10,JARED RICH,0
New York,AD71,ED10,ANTHONY TONY HERBERT,0
New York,AD71,ED10,HELAL A. SHEIKH,0
New York,AD71,ED10,WRITE-IN,1
New York,AD71,ED11,MELISSA MARK-VIVERITO,7
New York,AD71,ED11,MICHAEL A. BLAKE,16
New York,AD71,ED11,DAWN L. SMALLS,3
New York,AD71,ED11,ERIC A. ULRICH,0
New York,AD71,ED11,YDANIS RODRIGUEZ,5
New York,AD71,ED11,DANIEL J. O'DONNELL,0
New York,AD71,ED11,RAFAEL L. ESPINAL JR.,5
New York,AD71,ED11,LATRICE M. WALKER,1
New York,AD71,ED11,JUMAANE D. WILLIAMS,55
New York,AD71,ED11,RON KIM,0
New York,AD71,ED11,BENJAMIN L. YEE,0
New York,AD71,ED11,A. MANNY ALICANDRO,0
New York,AD71,ED11,NOMIKI D. KONST,2
New York,AD71,ED11,DAVID EISENBACH,0
New York,AD71,ED11,JARED RICH,1
New York,AD71,ED11,ANTHONY TONY HERBERT,1
New York,AD71,ED11,HELAL A. SHEIKH,0
New York,AD71,ED11,WRITE-IN,0
New York,AD71,ED12,MELISSA MARK-VIVERITO,18
New York,AD71,ED12,MICHAEL A. BLAKE,11
New York,AD71,ED12,DAWN L. SMALLS,8
New York,AD71,ED12,ERIC A. ULRICH,1
New York,AD71,ED12,YDANIS RODRIGUEZ,5
New York,AD71,ED12,DANIEL J. O'DONNELL,0
New York,AD71,ED12,RAFAEL L. ESPINAL JR.,4
New York,AD71,ED12,LATRICE M. WALKER,1
New York,AD71,ED12,JUMAANE D. WILLIAMS,84
New York,AD71,ED12,RON KIM,1
New York,AD71,ED12,BENJAMIN L. YEE,0
New York,AD71,ED12,A. MANNY ALICANDRO,0
New York,AD71,ED12,NOMIKI D. KONST,2
New York,AD71,ED12,DAVID EISENBACH,0
New York,AD71,ED12,JARED RICH,0
New York,AD71,ED12,ANTHONY TONY HERBERT,1
New York,AD71,ED12,HELAL A. SHEIKH,0
New York,AD71,ED12,WRITE-IN,0
New York,AD71,ED13,MELISSA MARK-VIVERITO,0
New York,AD71,ED13,MICHAEL A. BLAKE,0
New York,AD71,ED13,DAWN L. SMALLS,0
New York,AD71,ED13,ERIC A. ULRICH,0
New York,AD71,ED13,YDANIS RODRIGUEZ,0
New York,AD71,ED13,DANIEL J. O'DONNELL,0
New York,AD71,ED13,RAFAEL L. ESPINAL JR.,0
New York,AD71,ED13,LATRICE M. WALKER,0
New York,AD71,ED13,JUMAANE D. WILLIAMS,0
New York,AD71,ED13,RON KIM,0
New York,AD71,ED13,BENJAMIN L. YEE,0
New York,AD71,ED13,A. MANNY ALICANDRO,0
New York,AD71,ED13,NOMIKI D. KONST,0
New York,AD71,ED13,DAVID EISENBACH,0
New York,AD71,ED13,JARED RICH,0
New York,AD71,ED13,ANTHONY TONY HERBERT,0
New York,AD71,ED13,HELAL A. SHEIKH,0
New York,AD71,ED13,WRITE-IN,0
New York,AD71,ED14,MELISSA MARK-VIVERITO,14
New York,AD71,ED14,MICHAEL A. BLAKE,24
New York,AD71,ED14,DAWN L. SMALLS,4
New York,AD71,ED14,ERIC A. ULRICH,2
New York,AD71,ED14,YDANIS RODRIGUEZ,13
New York,AD71,ED14,DANIEL J. O'DONNELL,0
New York,AD71,ED14,RAFAEL L. ESPINAL JR.,2
New York,AD71,ED14,LATRICE M. WALKER,3
New York,AD71,ED14,JUMAANE D. WILLIAMS,84
New York,AD71,ED14,RON KIM,0
New York,AD71,ED14,BENJAMIN L. YEE,0
New York,AD71,ED14,A. MANNY ALICANDRO,0
New York,AD71,ED14,NOMIKI D. KONST,4
New York,AD71,ED14,DAVID EISENBACH,1
New York,AD71,ED14,JARED RICH,0
New York,AD71,ED14,ANTHONY TONY HERBERT,3
New York,AD71,ED14,HELAL A. SHEIKH,0
New York,AD71,ED14,WRITE-IN,0
New York,AD71,ED15,MELISSA MARK-VIVERITO,0
New York,AD71,ED15,MICHAEL A. BLAKE,0
New York,AD71,ED15,DAWN L. SMALLS,0
New York,AD71,ED15,ERIC A. ULRICH,0
New York,AD71,ED15,YDANIS RODRIGUEZ,0
New York,AD71,ED15,DANIEL J. O'DONNELL,0
New York,AD71,ED15,RAFAEL L. ESPINAL JR.,0
New York,AD71,ED15,LATRICE M. WALKER,0
New York,AD71,ED15,JUMAANE D. WILLIAMS,0
New York,AD71,ED15,RON KIM,0
New York,AD71,ED15,BENJAMIN L. YEE,0
New York,AD71,ED15,A. MANNY ALICANDRO,0
New York,AD71,ED15,NOMIKI D. KONST,0
New York,AD71,ED15,DAVID EISENBACH,0
New York,AD71,ED15,JARED RICH,0
New York,AD71,ED15,ANTHONY TONY HERBERT,0
New York,AD71,ED15,HELAL A. SHEIKH,0
New York,AD71,ED15,WRITE-IN,0
New York,AD71,ED16,MELISSA MARK-VIVERITO,8
New York,AD71,ED16,MICHAEL A. BLAKE,9
New York,AD71,ED16,DAWN L. SMALLS,7
New York,AD71,ED16,ERIC A. ULRICH,0
New York,AD71,ED16,YDANIS RODRIGUEZ,9
New York,AD71,ED16,DANIEL J. O'DONNELL,0
New York,AD71,ED16,RAFAEL L. ESPINAL JR.,0
New York,AD71,ED16,LATRICE M. WALKER,0
New York,AD71,ED16,JUMAANE D. WILLIAMS,42
New York,AD71,ED16,RON KIM,2
New York,AD71,ED16,BENJAMIN L. YEE,0
New York,AD71,ED16,A. MANNY ALICANDRO,0
New York,AD71,ED16,NOMIKI D. KONST,1
New York,AD71,ED16,DAVID EISENBACH,0
New York,AD71,ED16,JARED RICH,0
New York,AD71,ED16,ANTHONY TONY HERBERT,1
New York,AD71,ED16,HELAL A. SHEIKH,0
New York,AD71,ED16,WRITE-IN,0
New York,AD71,ED17,MELISSA MARK-VIVERITO,18
New York,AD71,ED17,MICHAEL A. BLAKE,24
New York,AD71,ED17,DAWN L. SMALLS,9
New York,AD71,ED17,ERIC A. ULRICH,0
New York,AD71,ED17,YDANIS RODRIGUEZ,11
New York,AD71,ED17,DANIEL J. O'DONNELL,3
New York,AD71,ED17,RAFAEL L. ESPINAL JR.,2
New York,AD71,ED17,LATRICE M. WALKER,2
New York,AD71,ED17,JUMAANE D. WILLIAMS,81
New York,AD71,ED17,RON KIM,0
New York,AD71,ED17,BENJAMIN L. YEE,1
New York,AD71,ED17,A. MANNY ALICANDRO,0
New York,AD71,ED17,NOMIKI D. KONST,1
New York,AD71,ED17,DAVID EISENBACH,0
New York,AD71,ED17,JARED RICH,0
New York,AD71,ED17,ANTHONY TONY HERBERT,0
New York,AD71,ED17,HELAL A. SHEIKH,1
New York,AD71,ED17,WRITE-IN,0
New York,AD71,ED18,MELISSA MARK-VIVERITO,3
New York,AD71,ED18,MICHAEL A. BLAKE,47
New York,AD71,ED18,DAWN L. SMALLS,8
New York,AD71,ED18,ERIC A. ULRICH,1
New York,AD71,ED18,YDANIS RODRIGUEZ,0
New York,AD71,ED18,DANIEL J. O'DONNELL,1
New York,AD71,ED18,RAFAEL L. ESPINAL JR.,1
New York,AD71,ED18,LATRICE M. WALKER,1
New York,AD71,ED18,JUMAANE D. WILLIAMS,113
New York,AD71,ED18,RON KIM,0
New York,AD71,ED18,BENJAMIN L. YEE,0
New York,AD71,ED18,A. MANNY ALICANDRO,1
New York,AD71,ED18,NOMIKI D. KONST,1
New York,AD71,ED18,DAVID EISENBACH,1
New York,AD71,ED18,JARED RICH,0
New York,AD71,ED18,ANTHONY TONY HERBERT,0
New York,AD71,ED18,HELAL A. SHEIKH,1
New York,AD71,ED18,WRITE-IN,0
New York,AD71,ED19,MELISSA MARK-VIVERITO,7
New York,AD71,ED19,MICHAEL A. BLAKE,52
New York,AD71,ED19,DAWN L. SMALLS,15
New York,AD71,ED19,ERIC A. ULRICH,3
New York,AD71,ED19,YDANIS RODRIGUEZ,1
New York,AD71,ED19,DANIEL J. O'DONNELL,3
New York,AD71,ED19,RAFAEL L. ESPINAL JR.,1
New York,AD71,ED19,LATRICE M. WALKER,3
New York,AD71,ED19,JUMAANE D. WILLIAMS,169
New York,AD71,ED19,RON KIM,2
New York,AD71,ED19,BENJAMIN L. YEE,1
New York,AD71,ED19,A. MANNY ALICANDRO,0
New York,AD71,ED19,NOMIKI D. KONST,2
New York,AD71,ED19,DAVID EISENBACH,0
New York,AD71,ED19,JARED RICH,0
New York,AD71,ED19,ANTHONY TONY HERBERT,2
New York,AD71,ED19,HELAL A. SHEIKH,0
New York,AD71,ED19,WRITE-IN,1
New York,AD71,ED20,MELISSA MARK-VIVERITO,9
New York,AD71,ED20,MICHAEL A. BLAKE,32
New York,AD71,ED20,DAWN L. SMALLS,10
New York,AD71,ED20,ERIC A. ULRICH,1
New York,AD71,ED20,YDANIS RODRIGUEZ,0
New York,AD71,ED20,DANIEL J. O'DONNELL,1
New York,AD71,ED20,RAFAEL L. ESPINAL JR.,1
New York,AD71,ED20,LATRICE M. WALKER,3
New York,AD71,ED20,JUMAANE D. WILLIAMS,138
New York,AD71,ED20,RON KIM,0
New York,AD71,ED20,BENJAMIN L. YEE,2
New York,AD71,ED20,A. MANNY ALICANDRO,1
New York,AD71,ED20,NOMIKI D. KONST,0
New York,AD71,ED20,DAVID EISENBACH,0
New York,AD71,ED20,JARED RICH,0
New York,AD71,ED20,ANTHONY TONY HERBERT,2
New York,AD71,ED20,HELAL A. SHEIKH,0
New York,AD71,ED20,WRITE-IN,0
New York,AD71,ED21,MELISSA MARK-VIVERITO,0
New York,AD71,ED21,MICHAEL A. BLAKE,0
New York,AD71,ED21,DAWN L. SMALLS,0
New York,AD71,ED21,ERIC A. ULRICH,0
New York,AD71,ED21,YDANIS RODRIGUEZ,0
New York,AD71,ED21,DANIEL J. O'DONNELL,0
New York,AD71,ED21,RAFAEL L. ESPINAL JR.,0
New York,AD71,ED21,LATRICE M. WALKER,0
New York,AD71,ED21,JUMAANE D. WILLIAMS,0
New York,AD71,ED21,RON KIM,0
New York,AD71,ED21,BENJAMIN L. YEE,0
New York,AD71,ED21,A. MANNY ALICANDRO,0
New York,AD71,ED21,NOMIKI D. KONST,0
New York,AD71,ED21,DAVID EISENBACH,0
New York,AD71,ED21,JARED RICH,0
New York,AD71,ED21,ANTHONY TONY HERBERT,0
New York,AD71,ED21,HELAL A. SHEIKH,0
New York,AD71,ED21,WRITE-IN,0
New York,AD71,ED22,MELISSA MARK-VIVERITO,20
New York,AD71,ED22,MICHAEL A. BLAKE,19
New York,AD71,ED22,DAWN L. SMALLS,9
New York,AD71,ED22,ERIC A. ULRICH,0
New York,AD71,ED22,YDANIS RODRIGUEZ,8
New York,AD71,ED22,DANIEL J. O'DONNELL,4
New York,AD71,ED22,RAFAEL L. ESPINAL JR.,4
New York,AD71,ED22,LATRICE M. WALKER,1
New York,AD71,ED22,JUMAANE D. WILLIAMS,111
